shipdate,productid,orderid,totalprice,PRODUCTID,PRODUCTGROUPNAME,campaignid,shipyear,freeshippingflag,channel,log_totalprice
2012-09-18 00:00:00,10640,1043598,195.0,10640,ARTWORK,2236,2012,N,WEB,5.272999558563747
2014-12-18 00:00:00,11917,1220094,175.5,11917,ARTWORK,2141,2014,N,PARTNER,5.167639042905921
2013-12-09 00:00:00,10157,1108914,195.0,10157,ARTWORK,2236,2013,N,WEB,5.272999558563747
2016-03-12 00:00:00,13123,1508149,175.5,13123,ARTWORK,2141,2016,N,PARTNER,5.167639042905921
2016-03-03 00:00:00,11050,1504142,12.95,11050,ARTWORK,2236,2016,N,WEB,2.5610957881455465
2016-03-23 00:00:00,12395,1539179,0.0,12395,ARTWORK,2236,2016,N,WEB,-inf
2015-03-30 00:00:00,10165,1272004,195.0,10165,ARTWORK,2173,2015,N,AD,5.272999558563747
2016-07-25 00:00:00,13997,1603179,445.5,13997,ARTWORK,2141,2016,N,PARTNER,6.099197246910864
2011-08-08 00:00:00,11064,1035522,22.5,11064,ARTWORK,2141,2011,N,PARTNER,3.1135153092103742
2016-07-12 00:00:00,13950,1596144,445.5,13950,ARTWORK,2141,2016,N,PARTNER,6.099197246910864
2013-09-10 00:00:00,11052,1103789,11.66,11052,ARTWORK,2236,2013,N,WEB,2.4561641809223462
2015-09-28 00:00:00,12826,1392196,119.95,12826,ARTWORK,2236,2015,N,WEB,4.787074989285704
2015-12-02 00:00:00,13594,1439162,175.5,13594,ARTWORK,2141,2015,N,PARTNER,5.167639042905921
2010-11-29 00:00:00,11052,1023072,10.0,11052,ARTWORK,2173,2010,N,AD,2.302585092994046
2011-03-07 00:00:00,11009,1021327,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2014-12-08 00:00:00,12826,1186429,99.95,12826,ARTWORK,2236,2014,N,WEB,4.604670060946409
2015-06-07 00:00:00,12826,1312292,107.95,12826,ARTWORK,2141,2015,N,PARTNER,4.681668156960816
2012-06-25 00:00:00,11053,1060501,11.65,11053,ARTWORK,2141,2012,N,PARTNER,2.4553061800117097
2016-07-22 00:00:00,12826,1602147,119.95,12826,ARTWORK,2236,2016,N,WEB,4.787074989285704
2014-08-11 00:00:00,10598,1141131,195.0,10598,ARTWORK,2173,2014,N,AD,5.272999558563747
2015-12-02 00:00:00,12514,1439228,195.0,12514,ARTWORK,2116,2015,Y,AD,5.272999558563747
2014-11-13 00:00:00,12511,1166040,0.0,12511,ARTWORK,2141,2014,N,PARTNER,-inf
2014-05-06 00:00:00,11568,1105991,195.0,11568,ARTWORK,2236,2014,N,WEB,5.272999558563747
2011-03-28 00:00:00,11009,1024182,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2011-05-10 00:00:00,11053,1033849,11.0,11053,ARTWORK,2178,2011,N,INSERT,2.3978952727983707
2015-04-19 00:00:00,13039,1275992,306.0,13039,ARTWORK,2141,2015,N,PARTNER,5.723585101952381
2013-12-17 00:00:00,10460,1079347,340.0,10460,ARTWORK,2236,2013,N,WEB,5.8289456176102075
2011-01-29 00:00:00,11009,1026332,50.0,11009,ARTWORK,2173,2011,N,AD,3.912023005428146
2011-01-29 00:00:00,11009,1034536,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2013-07-02 00:00:00,10650,1092013,720.0,10650,ARTWORK,2141,2013,N,PARTNER,6.579251212010101
2016-03-21 00:00:00,13898,1524182,0.0,13898,ARTWORK,2236,2016,N,WEB,-inf
2010-05-12 00:00:00,10685,1004838,175.0,10685,ARTWORK,2141,2010,N,PARTNER,5.1647859739235145
2014-09-25 00:00:00,11323,1146021,306.0,11323,ARTWORK,2150,2014,Y,CATALOG,5.723585101952381
2011-12-15 00:00:00,11067,1056041,22.25,11067,ARTWORK,2236,2011,N,WEB,3.1023420086122493
2011-01-29 00:00:00,11009,1026400,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2010-06-14 00:00:00,10361,1008007,175.0,10361,ARTWORK,2141,2010,N,PARTNER,5.1647859739235145
2014-10-24 00:00:00,11642,1151297,337.5,11642,ARTWORK,2141,2014,N,PARTNER,5.821565510312585
2014-12-24 00:00:00,12069,1208996,175.5,12069,ARTWORK,2141,2014,N,PARTNER,5.167639042905921
2015-09-08 00:00:00,12826,1378124,89.95,12826,ARTWORK,2236,2015,N,WEB,4.499253960396542
2011-03-22 00:00:00,10786,1021547,390.0,10786,ARTWORK,2173,2011,N,AD,5.966146739123692
2011-01-04 00:00:00,11009,1031776,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2015-08-30 00:00:00,10143,1378178,340.0,10143,ARTWORK,2236,2015,N,WEB,5.8289456176102075
2011-01-06 00:00:00,11009,1002476,20.0,11009,ARTWORK,2141,2011,N,PARTNER,2.995732273553991
2010-03-19 00:00:00,11048,1036517,0.0,11048,ARTWORK,2173,2010,N,AD,-inf
2011-05-10 00:00:00,11053,1033801,11.65,11053,ARTWORK,2141,2011,N,PARTNER,2.4553061800117097
2013-03-18 00:00:00,10138,1087327,175.5,10138,ARTWORK,2141,2013,N,PARTNER,5.167639042905921
2015-03-16 00:00:00,10773,1263214,500.0,10773,ARTWORK,2236,2015,N,WEB,6.214608098422191
2011-02-18 00:00:00,11009,1015876,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2015-06-30 00:00:00,10168,1339174,540.0,10168,ARTWORK,2236,2015,N,WEB,6.29156913955832
2011-02-12 00:00:00,11009,1029419,20.0,11009,ARTWORK,2173,2011,N,AD,2.995732273553991
2011-01-07 00:00:00,11009,1009931,10.0,11009,ARTWORK,2141,2011,N,PARTNER,2.302585092994046
2013-11-18 00:00:00,11570,1083951,745.0,11570,ARTWORK,2173,2013,N,AD,6.61338421837956
2014-07-09 00:00:00,12095,1122496,175.5,12095,ARTWORK,2141,2014,N,PARTNER,5.167639042905921
2012-12-05 00:00:00,10640,1062683,175.5,10640,ARTWORK,2141,2012,N,PARTNER,5.167639042905921
2011-01-06 00:00:00,11009,1034728,10.0,11009,ARTWORK,2173,2011,N,AD,2.302585092994046
2011-10-04 00:00:00,10800,1070066,195.0,10800,ARTWORK,2173,2011,N,AD,5.272999558563747
2016-05-09 00:00:00,13714,1557177,486.0,13714,ARTWORK,2141,2016,N,PARTNER,6.186208623900494
2016-07-08 00:00:00,12826,1594155,119.95,12826,ARTWORK,2236,2016,N,WEB,4.787074989285704
2011-11-09 00:00:00,11027,1054526,175.0,11027,ARTWORK,2141,2011,N,PARTNER,5.1647859739235145
2011-01-25 00:00:00,11009,1009683,30.0,11009,ARTWORK,2173,2011,N,AD,3.4011973816621555
2015-04-09 00:00:00,13056,1270021,306.0,13056,ARTWORK,2141,2015,N,PARTNER,5.723585101952381
2012-11-23 00:00:00,10642,1056931,265.5,10642,ARTWORK,2141,2012,N,PARTNER,5.581614840681993
2015-08-02 00:00:00,12825,1354159,80.95,12825,ARTWORK,2141,2015,N,PARTNER,4.393831680123644
2011-12-18 00:00:00,11066,1057256,22.25,11066,ARTWORK,2236,2011,N,WEB,3.1023420086122493
2014-01-24 00:00:00,11569,1093433,495.0,11569,ARTWORK,2236,2014,N,WEB,6.20455776256869
2013-08-07 00:00:00,10207,1100680,306.0,10207,ARTWORK,2236,2013,N,WEB,5.723585101952381
2010-11-29 00:00:00,11052,1006011,10.0,11052,ARTWORK,2141,2010,N,PARTNER,2.302585092994046
2011-11-10 00:00:00,11051,1077454,12.95,11051,ARTWORK,2236,2011,N,WEB,2.5610957881455465
2011-11-30 00:00:00,11009,1042591,40.0,11009,ARTWORK,2141,2011,N,PARTNER,3.6888794541139363
2015-10-18 00:00:00,12826,1405210,107.95,12826,ARTWORK,2141,2015,N,PARTNER,4.681668156960816
2015-12-14 00:00:00,12466,1444168,375.0,12466,ARTWORK,2236,2015,N,WEB,5.926926025970411
2013-08-12 00:00:00,10361,1100881,195.0,10361,ARTWORK,2173,2013,N,AD,5.272999558563747
2016-03-28 00:00:00,10624,1529162,306.0,10624,ARTWORK,2141,2016,N,PARTNER,5.723585101952381
2013-06-21 00:00:00,10934,1089500,486.0,10934,ARTWORK,2141,2013,N,PARTNER,6.186208623900494
2015-11-08 00:00:00,11272,1421158,495.0,11272,ARTWORK,2173,2015,N,AD,6.20455776256869
2012-03-29 00:00:00,10069,1053330,175.0,10069,ARTWORK,2141,2012,N,PARTNER,5.1647859739235145
2016-07-13 00:00:00,12274,1598122,175.5,12274,ARTWORK,2141,2016,N,PARTNER,5.167639042905921
2015-10-11 00:00:00,12288,1402163,195.0,12288,ARTWORK,2236,2015,N,WEB,5.272999558563747
2014-03-19 00:00:00,11679,1106370,175.5,11679,ARTWORK,2141,2014,N,PARTNER,5.167639042905921
2010-10-22 00:00:00,10361,1029657,175.0,10361,ARTWORK,2141,2010,N,PARTNER,5.1647859739235145
2015-09-03 00:00:00,12825,1376126,89.95,12825,ARTWORK,2236,2015,N,WEB,4.499253960396542
2014-01-13 00:00:00,10023,1089567,340.0,10023,ARTWORK,2236,2014,N,WEB,5.8289456176102075
2015-11-15 00:00:00,13095,1431221,0.0,13095,ARTWORK,2141,2015,N,PARTNER,-inf
2011-02-12 00:00:00,11009,1024325,30.0,11009,ARTWORK,2141,2011,N,PARTNER,3.4011973816621555
2013-02-13 00:00:00,10178,1086094,175.5,10178,ARTWORK,2141,2013,N,PARTNER,5.167639042905921
2012-12-10 00:00:00,11049,1060089,12.95,11049,ARTWORK,2236,2012,N,WEB,2.5610957881455465
2012-01-18 00:00:00,11054,1065085,12.95,11054,ARTWORK,2236,2012,N,WEB,2.5610957881455465
2015-04-06 00:00:00,12976,1283010,596.0,12976,ARTWORK,2076,2015,Y,AD,6.39024066706535
2011-06-02 00:00:00,10165,1038927,175.0,10165,ARTWORK,2178,2011,N,INSERT,5.1647859739235145
2014-09-09 00:00:00,12825,1146200,80.96,12825,ARTWORK,2141,2014,N,PARTNER,4.3939552055391555
2016-04-18 00:00:00,13658,1544175,340.0,13658,ARTWORK,2236,2016,N,WEB,5.8289456176102075
2014-01-06 00:00:00,11199,1090688,395.0,11199,ARTWORK,2236,2014,N,WEB,5.978885764901122
2014-11-18 00:00:00,10142,1171082,195.0,10142,ARTWORK,2236,2014,N,WEB,5.272999558563747
2016-07-25 00:00:00,13947,1603169,495.0,13947,ARTWORK,2236,2016,N,WEB,6.20455776256869
2014-12-18 00:00:00,11940,1220065,195.0,11940,ARTWORK,2236,2014,N,WEB,5.272999558563747
2013-05-13 00:00:00,10123,1100594,175.5,10123,ARTWORK,2236,2013,N,WEB,5.167639042905921
2013-11-26 00:00:00,11064,1086838,18.51,11064,ARTWORK,2236,2013,N,WEB,2.9183111265854063
2016-03-15 00:00:00,11537,1518130,355.5,11537,ARTWORK,2141,2016,N,PARTNER,5.873525249243295
2016-02-24 00:00:00,13279,1505159,340.0,13279,ARTWORK,2236,2016,N,WEB,5.8289456176102075
2012-07-25 00:00:00,10090,1065362,175.0,10090,ARTWORK,2141,2012,N,PARTNER,5.1647859739235145
2011-01-25 00:00:00,11009,1033907,0.0,11009,ARTWORK,2141,2011,N,PARTNER,-inf
2016-03-15 00:00:00,12614,1518160,306.0,12614,ARTWORK,2141,2016,N,PARTNER,5.723585101952381
2012-10-26 00:00:00,10197,1050513,173.55,10197,ARTWORK,2236,2012,N,WEB,5.1564657423077955
2015-08-03 00:00:00,12172,1355167,49.45,12172,ARTWORK,2141,2015,N,PARTNER,3.900962058068721
2010-12-20 00:00:00,11052,1006470,0.0,11052,ARTWORK,2141,2010,N,PARTNER,-inf
2016-08-16 00:00:00,14011,1624171,250.0,14011,ARTWORK,2173,2016,N,AD,5.521460917862246
2012-12-26 00:00:00,10361,1069644,175.5,10361,ARTWORK,2141,2012,N,PARTNER,5.167639042905921
2016-02-09 00:00:00,13599,1483158,306.0,13599,ARTWORK,2141,2016,N,PARTNER,5.723585101952381
2014-03-04 00:00:00,11556,1110103,495.0,11556,ARTWORK,2236,2014,N,WEB,6.20455776256869
2011-08-14 00:00:00,10224,1049515,175.0,10224,ARTWORK,2141,2011,N,PARTNER,5.1647859739235145
2012-12-20 00:00:00,11054,1064931,12.95,11054,ARTWORK,2236,2012,N,WEB,2.5610957881455465
2013-01-11 00:00:00,10475,1072735,195.0,10475,ARTWORK,2236,2013,N,WEB,5.272999558563747
2015-06-16 00:00:00,10434,1268039,540.0,10434,ARTWORK,2236,2015,N,WEB,6.29156913955832
2015-10-04 00:00:00,12171,1396146,40.45,12171,ARTWORK,2141,2015,N,PARTNER,3.700066643504501
2010-09-01 00:00:00,11051,1016730,7.5,11051,ARTWORK,2141,2010,N,PARTNER,2.0149030205422647
2015-01-09 00:00:00,10595,1216997,340.0,10595,ARTWORK,2173,2015,N,AD,5.8289456176102075
2015-07-06 00:00:00,12171,1335192,40.45,12171,ARTWORK,2141,2015,N,PARTNER,3.700066643504501
2012-11-07 00:00:00,10676,1050393,340.0,10676,ARTWORK,2141,2012,N,PARTNER,5.8289456176102075
2011-11-14 00:00:00,11023,1039212,175.0,11023,ARTWORK,2141,2011,N,PARTNER,5.1647859739235145
2015-10-14 00:00:00,11703,1409138,229.5,11703,ARTWORK,2141,2015,N,PARTNER,5.4359030295006
2016-06-02 00:00:00,13950,1573306,0.0,13950,ARTWORK,2173,2016,N,AD,-inf
2011-02-07 00:00:00,11009,1037855,10.0,11009,ARTWORK,2141,2011,N,PARTNER,2.302585092994046
2016-03-23 00:00:00,13527,1536200,69.95,13527,ARTWORK,2236,2016,N,WEB,4.24778070111149
2014-05-28 00:00:00,10198,1109973,306.0,10198,ARTWORK,2141,2014,N,PARTNER,5.723585101952381
2012-04-12 00:00:00,11067,1052128,45.0,11067,ARTWORK,2141,2012,N,PARTNER,3.8066624897703196
2010-11-23 00:00:00,10114,1001957,175.0,10114,ARTWORK,2141,2010,N,PARTNER,5.1647859739235145
2014-09-02 00:00:00,11600,1144795,306.0,11600,ARTWORK,2141,2014,N,PARTNER,5.723585101952381
2010-09-17 00:00:00,10018,1021661,175.0,10018,ARTWORK,2141,2010,N,PARTNER,5.1647859739235145
2013-01-08 00:00:00,10640,1072089,351.0,10640,ARTWORK,2141,2013,N,PARTNER,5.860786223465865
2011-01-13 00:00:00,11052,1002682,10.0,11052,ARTWORK,2173,2011,N,AD,2.302585092994046
2016-02-07 00:00:00,12117,1463233,375.0,12117,ARTWORK,2236,2016,N,WEB,5.926926025970411
2014-12-05 00:00:00,10640,1186530,175.5,10640,ARTWORK,2141,2014,N,PARTNER,5.167639042905921
2014-11-18 00:00:00,12172,1171222,54.95,12172,ARTWORK,2173,2014,N,AD,4.006423680849631
2011-10-03 00:00:00,11053,1072951,11.65,11053,ARTWORK,2141,2011,N,PARTNER,2.4553061800117097
2013-11-11 00:00:00,11024,1079305,306.0,11024,ARTWORK,2141,2013,N,PARTNER,5.723585101952381
2013-11-12 00:00:00,11064,1080801,9.95,11064,ARTWORK,2079,2013,N,WEB,2.2975725511705014
2011-07-19 00:00:00,10640,1045903,175.0,10640,ARTWORK,2141,2011,N,PARTNER,5.1647859739235145
2014-08-14 00:00:00,11437,1143142,340.0,11437,ARTWORK,2119,2014,Y,AD,5.8289456176102075
2016-03-12 00:00:00,10592,1508150,195.0,10592,ARTWORK,2236,2016,N,WEB,5.272999558563747
2012-03-01 00:00:00,11064,1044896,22.25,11064,ARTWORK,2236,2012,N,WEB,3.1023420086122493
2012-04-25 00:00:00,10018,1053011,195.0,10018,ARTWORK,2236,2012,N,WEB,5.272999558563747
2010-11-29 00:00:00,11052,1000762,10.0,11052,ARTWORK,2141,2010,N,PARTNER,2.302585092994046
2012-11-09 00:00:00,10640,1052525,37.0,10640,ARTWORK,2215,2012,N,EMPLOYEE,3.6109179126442243
2015-11-03 00:00:00,12465,1422115,306.0,12465,ARTWORK,2141,2015,N,PARTNER,5.723585101952381
2010-11-23 00:00:00,11050,1038722,10.0,11050,ARTWORK,2141,2010,N,PARTNER,2.302585092994046
2014-05-13 00:00:00,10367,1108086,175.5,10367,ARTWORK,2141,2014,N,PARTNER,5.167639042905921
2013-07-03 00:00:00,11199,1092123,335.75,11199,ARTWORK,2095,2013,N,EMPLOYEE,5.816366835403347
2016-08-04 00:00:00,12826,1611121,119.95,12826,ARTWORK,2173,2016,N,AD,4.787074989285704
2014-11-24 00:00:00,10508,1181243,486.0,10508,ARTWORK,2141,2014,N,PARTNER,6.186208623900494
2013-06-14 00:00:00,10627,1088812,175.5,10627,ARTWORK,2141,2013,N,PARTNER,5.167639042905921
2014-05-16 00:00:00,11437,1108278,340.0,11437,ARTWORK,2236,2014,N,WEB,5.8289456176102075
2011-02-12 00:00:00,11009,1003385,20.0,11009,ARTWORK,2141,2011,N,PARTNER,2.995732273553991
2014-11-11 00:00:00,10597,1161181,540.0,10597,ARTWORK,2236,2014,N,WEB,6.29156913955832
2014-07-02 00:00:00,11206,1121870,195.0,11206,ARTWORK,2236,2014,N,WEB,5.272999558563747
2015-04-06 00:00:00,12826,1276132,119.95,12826,ARTWORK,2236,2015,N,WEB,4.787074989285704
2014-11-25 00:00:00,12487,1176016,25.15,12487,BOOK,2141,2014,N,PARTNER,3.224857896545748
2015-12-17 00:00:00,11055,1451141,26.0,11055,BOOK,2184,2015,N,EMPLOYEE,3.258096538021482
2015-02-19 00:00:00,12483,1243033,23.4,12483,BOOK,2065,2015,N,AD,3.152736022363656
2013-09-10 00:00:00,11205,1104382,26.0,11205,BOOK,2236,2013,N,WEB,3.258096538021482
2014-03-05 00:00:00,11018,1108646,26.0,11018,BOOK,2236,2014,N,WEB,3.258096538021482
2013-12-17 00:00:00,11171,1070473,19.95,11171,BOOK,2236,2013,N,WEB,2.9932291433358724
2013-04-23 00:00:00,10008,1093764,10.95,10008,BOOK,2010,2013,N,INSERT,2.3933394562625097
2012-05-09 00:00:00,10943,1055258,13.45,10943,BOOK,2141,2012,N,PARTNER,2.598979106047848
2013-12-17 00:00:00,11969,1069994,10.95,11969,BOOK,2236,2013,N,WEB,2.3933394562625097
2015-01-02 00:00:00,10960,1206118,4.36,10960,BOOK,2185,2015,N,EMPLOYEE,1.472472057360943
2015-03-18 00:00:00,12491,1263126,13.45,12491,BOOK,2141,2015,N,PARTNER,2.598979106047848
2011-01-07 00:00:00,11197,1023364,40.35,11197,BOOK,2141,2011,N,PARTNER,3.6975913947159578
2012-01-04 00:00:00,10930,1059447,14.4,10930,BOOK,2141,2012,N,PARTNER,2.667228206581955
2010-12-02 00:00:00,11168,1014570,22.5,11168,BOOK,2173,2010,N,AD,3.1135153092103742
2011-09-07 00:00:00,10942,1065301,0.0,10942,BOOK,2237,2011,N,BULK,-inf
2015-07-01 00:00:00,13017,1332199,30.0,13017,BOOK,2236,2015,N,WEB,3.4011973816621555
2011-12-18 00:00:00,11168,1051722,22.5,11168,BOOK,2100,2011,N,INSERT,3.1135153092103742
2013-05-03 00:00:00,10941,1101497,16.95,10941,BOOK,2010,2013,N,INSERT,2.830267833826459
2010-11-24 00:00:00,10006,1031650,15.0,10006,BOOK,2173,2010,N,AD,2.70805020110221
2015-06-07 00:00:00,13017,1312232,30.0,13017,BOOK,2236,2015,N,WEB,3.4011973816621555
2013-08-20 00:00:00,10960,1101695,13.95,10960,BOOK,2236,2013,N,WEB,2.6354795082673745
2013-06-13 00:00:00,11195,1087196,14.0,11195,BOOK,2224,2013,N,WEB,2.6390573296152584
2010-04-15 00:00:00,10952,1003239,49.95,10952,BOOK,2173,2010,N,AD,3.9110225050945626
2013-12-13 00:00:00,11006,1111283,31.45,11006,BOOK,2141,2013,N,PARTNER,3.4483989831464497
2016-04-12 00:00:00,13099,1524151,15.0,13099,BOOK,2236,2016,N,WEB,2.70805020110221
2011-04-11 00:00:00,11168,1030751,22.5,11168,BOOK,2236,2011,N,WEB,3.1135153092103742
2013-09-11 00:00:00,11195,1106315,14.0,11195,BOOK,2236,2013,N,WEB,2.6390573296152584
2012-12-14 00:00:00,10839,1045245,24.25,10839,BOOK,2141,2012,N,PARTNER,3.188416617383492
2013-09-12 00:00:00,11006,1109378,34.95,11006,BOOK,2236,2013,N,WEB,3.5539184686798193
2013-01-11 00:00:00,10941,1074748,13.56,10941,BOOK,2002,2013,N,AD,2.6071242825122494
2012-06-25 00:00:00,10821,1060411,54.0,10821,BOOK,2141,2012,N,PARTNER,3.9889840465642745
2012-01-16 00:00:00,11168,1057682,0.0,11168,BOOK,2236,2012,N,WEB,-inf
2014-04-23 00:00:00,12003,1081528,14.0,12003,BOOK,2236,2014,N,WEB,2.6390573296152584
2010-12-17 00:00:00,11179,1016064,21.0,11179,BOOK,2173,2010,N,AD,3.044522437723423
2013-09-09 00:00:00,10834,1107340,20.0,10834,BOOK,2010,2013,N,INSERT,2.995732273553991
2013-04-26 00:00:00,11058,1094757,27.0,11058,BOOK,2141,2013,N,PARTNER,3.295836866004329
2012-04-05 00:00:00,11122,1053735,11.65,11122,BOOK,2141,2012,N,PARTNER,2.4553061800117097
2012-06-08 00:00:00,10821,1060408,18.0,10821,BOOK,2141,2012,N,PARTNER,2.8903717578961645
2014-05-02 00:00:00,11006,1107559,31.45,11006,BOOK,2010,2014,N,INSERT,3.4483989831464497
2013-12-23 00:00:00,10951,1077660,20.0,10951,BOOK,2173,2013,N,AD,2.995732273553991
2013-08-16 00:00:00,10834,1095947,0.0,10834,BOOK,2237,2013,N,BULK,-inf
2014-08-05 00:00:00,12003,1140119,14.0,12003,BOOK,2236,2014,N,WEB,2.6390573296152584
2015-12-14 00:00:00,13629,1448306,31.5,13629,BOOK,2141,2015,N,PARTNER,3.449987545831587
2010-11-24 00:00:00,10006,1000367,30.0,10006,BOOK,2141,2010,N,PARTNER,3.4011973816621555
2014-11-24 00:00:00,12003,1175155,14.0,12003,BOOK,2236,2014,N,WEB,2.6390573296152584
2011-05-03 00:00:00,11165,1023722,20.0,11165,BOOK,2141,2011,N,PARTNER,2.995732273553991
2014-09-09 00:00:00,12499,1146183,31.5,12499,BOOK,2141,2014,N,PARTNER,3.449987545831587
2010-10-11 00:00:00,11168,1023808,22.5,11168,BOOK,2141,2010,N,PARTNER,3.1135153092103742
2015-12-14 00:00:00,13629,1448344,31.5,13629,BOOK,2141,2015,N,PARTNER,3.449987545831587
2014-01-03 00:00:00,11984,1086142,14.4,11984,BOOK,2141,2014,N,PARTNER,2.667228206581955
2013-03-29 00:00:00,11169,1088227,13.5,11169,BOOK,2141,2013,N,PARTNER,2.6026896854443837
2012-03-19 00:00:00,10834,1048227,20.0,10834,BOOK,2173,2012,N,AD,2.995732273553991
2011-01-06 00:00:00,11176,1031532,15.25,11176,BOOK,2141,2011,N,PARTNER,2.7245795030534206
2011-03-23 00:00:00,11168,1025645,20.25,11168,BOOK,2141,2011,N,PARTNER,3.0081547935525483
2015-12-13 00:00:00,13630,1447393,15.7,13630,BOOK,2015,2015,N,PARTNER,2.7536607123542622
2015-12-10 00:00:00,13564,1445133,13.9,13564,BOOK,2141,2015,N,PARTNER,2.631888840136646
2014-08-04 00:00:00,11006,1143616,31.45,11006,BOOK,2200,2014,N,PARTNER,3.4483989831464497
2014-01-31 00:00:00,11969,1097915,10.75,11969,BOOK,2010,2014,N,INSERT,2.3749057545736716
2014-12-09 00:00:00,12011,1186190,9.95,12011,BOOK,2173,2014,N,AD,2.2975725511705014
2014-04-24 00:00:00,12005,1078907,29.95,12005,BOOK,2173,2014,N,AD,3.3995293245614584
2016-04-14 00:00:00,13627,1535202,10.75,13627,BOOK,2200,2016,N,PARTNER,2.3749057545736716
2015-03-12 00:00:00,12479,1258997,10.75,12479,BOOK,2200,2015,N,PARTNER,2.3749057545736716
2014-05-29 00:00:00,11987,1112042,16.15,11987,BOOK,2200,2014,N,PARTNER,2.7819200496686656
2013-11-25 00:00:00,11969,1082104,32.85,11969,BOOK,2141,2013,N,PARTNER,3.4919517449306197
2015-01-30 00:00:00,10981,1227993,0.0,10981,BOOK,2236,2015,N,WEB,-inf
2011-01-12 00:00:00,10942,1001681,13.45,10942,BOOK,2141,2011,N,PARTNER,2.598979106047848
2014-06-20 00:00:00,11986,1118476,19.95,11986,BOOK,2236,2014,N,WEB,2.9932291433358724
2012-04-05 00:00:00,10928,1052324,15.25,10928,BOOK,2141,2012,N,PARTNER,2.7245795030534206
2014-12-23 00:00:00,12487,1200101,25.15,12487,BOOK,2141,2014,N,PARTNER,3.224857896545748
2013-10-30 00:00:00,11055,1075720,17.95,11055,BOOK,2173,2013,N,AD,2.8875901149342877
2013-07-18 00:00:00,11121,1097078,60.0,11121,BOOK,2236,2013,N,WEB,4.0943445622221
2014-01-22 00:00:00,11018,1093874,26.0,11018,BOOK,2236,2014,N,WEB,3.258096538021482
2015-12-06 00:00:00,13629,1440160,0.0,13629,BOOK,2015,2015,N,PARTNER,-inf
2014-10-09 00:00:00,11978,1149734,23.94,11978,BOOK,2173,2014,N,AD,3.1755507001298273
2010-10-14 00:00:00,11168,1020274,22.5,11168,BOOK,2173,2010,N,AD,3.1135153092103742
2012-01-31 00:00:00,10007,1069920,7.75,10007,BOOK,2141,2012,N,PARTNER,2.0476928433652555
2014-05-07 00:00:00,11969,1105387,11.95,11969,BOOK,2236,2014,N,WEB,2.4807312783775197
2016-07-19 00:00:00,12003,1599123,12.6,12003,BOOK,2141,2016,N,PARTNER,2.533696813957432
2010-12-13 00:00:00,11197,1038364,14.95,11197,BOOK,2141,2010,N,PARTNER,2.7047112998366956
2010-10-15 00:00:00,11168,1019547,22.5,11168,BOOK,2141,2010,N,PARTNER,3.1135153092103742
2012-04-09 00:00:00,11172,1052670,39.95,11172,BOOK,2141,2012,N,PARTNER,3.6876286722122837
2013-11-18 00:00:00,12005,1083427,26.95,12005,BOOK,2141,2013,N,PARTNER,3.2939832973550063
2013-12-10 00:00:00,11984,1104298,14.4,11984,BOOK,2236,2013,N,WEB,2.667228206581955
2011-04-26 00:00:00,11176,1033649,16.95,11176,BOOK,2236,2011,N,WEB,2.830267833826459
2011-12-19 00:00:00,11168,1048457,20.25,11168,BOOK,2100,2011,N,INSERT,3.0081547935525483
2012-07-06 00:00:00,10940,1063498,16.95,10940,BOOK,2236,2012,N,WEB,2.830267833826459
2014-06-11 00:00:00,11121,1115926,54.0,11121,BOOK,2141,2014,N,PARTNER,3.9889840465642745
2014-11-17 00:00:00,11180,1170242,16.0,11180,BOOK,2236,2014,N,WEB,2.772588722239781
2016-06-27 00:00:00,13563,1587252,15.0,13563,BOOK,2236,2016,N,WEB,2.70805020110221
2015-11-18 00:00:00,13629,1428307,35.0,13629,BOOK,2173,2015,N,AD,3.5553480614894135
2010-10-18 00:00:00,11179,1024068,18.0,11179,BOOK,2141,2010,N,PARTNER,2.8903717578961645
2015-02-21 00:00:00,11999,1246022,16.0,11999,BOOK,2236,2015,N,WEB,2.772588722239781
2012-09-13 00:00:00,10839,1043404,24.25,10839,BOOK,2141,2012,N,PARTNER,3.188416617383492
2010-09-28 00:00:00,11179,1024149,18.0,11179,BOOK,2141,2010,N,PARTNER,2.8903717578961645
2012-06-27 00:00:00,10990,1060805,13.5,10990,BOOK,2236,2012,N,WEB,2.6026896854443837
2013-08-16 00:00:00,10850,1100294,35.0,10850,BOOK,2010,2013,N,INSERT,3.5553480614894135
2014-02-03 00:00:00,12005,1094228,26.95,12005,BOOK,2141,2014,N,PARTNER,3.2939832973550063
2013-12-04 00:00:00,10951,1096365,20.0,10951,BOOK,2236,2013,N,WEB,2.995732273553991
2013-07-30 00:00:00,10941,1098997,30.52,10941,BOOK,2236,2013,N,WEB,3.4183822064162563
2012-01-03 00:00:00,11168,1058403,20.25,11168,BOOK,2100,2012,N,INSERT,3.0081547935525483
2010-12-13 00:00:00,11197,1012372,29.9,11197,BOOK,2173,2010,N,AD,3.3978584803966405
